y;yhat;yprobs;data;model;Temperature;k_selected;N_train;model_class;n_tokens;x
-1.5418;1.406;0.1929;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between FeMoO4 (Fermi level: 5.67 meV) and ZrS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.35 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.1132;1.964;0.0215;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between BaPbO3 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.8421;6.093999999999999;0.9596;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between Fe3(O2F)2 (Fermi level: 5.67 meV) and Ta3S2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.7613;1.598;0.1542;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between LuTiO3 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.1 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.0392;4.642;0.7427;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between TiAl2O5 (Fermi level: 5.67 meV) and VTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.2182;3.166;0.9846;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between Ho10Ti6O27 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.5906;1.274;0.2262;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between V4O3F5 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.008;5.596;0.7264;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between TlIO4 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.42 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.077;3.902;1.7108;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between Cs2V4O9 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.3244;3.2360000000000007;0.3043;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between Tl3VO4 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.0188;5.276;1.3125;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between NbS2 (Fermi level: 5.67 meV) and NaV2O4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.47 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-1.9661;3.1160000000000005;0.7497;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between WSe2 (Fermi level: 5.67 meV) and BaTi4O8 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.2627;1.956;0.012;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between Rb4CO4 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5.08 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.6134;4.006;0.4998;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between Ca2CuO3 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.31 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.9042;2.624;0.5648;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between Ba2Sb2O5 (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.2442;5.278;1.1772;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between Sr(AsO4)2 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.49 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.7334;1.994;0.6365;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between KV3O8 (Fermi level: 5.67 meV) and Zr3Te2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 5 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.0403;1.5799999999999998;0.598;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;158620;An interface between VOF2 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
