y;yhat;yprobs;data;model;Temperature;k_selected;N_train;model_class;n_tokens;x
-0.8604;1.002;0.1007;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between Ca3(CoO3)2 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.11 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.3558;0.1960000000000001;0.9613;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between Al2ZnO4 (Fermi level: 5.67 meV) and Zr9S2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.09 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.8713;0.7840000000000001;0.008;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between MnSe2O5 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.5173;0.8720000000000001;0.488;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between Hf3Sc4O12 (Fermi level: 5.67 meV) and Te2W (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 2.11 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.1398;0.0299999999999999;0.695;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between WSe2 (Fermi level: 5.67 meV) and NaWO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.17 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-1.9805;1.338;0.0703;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between Hg3(BO3)2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.12 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.678;-2.482;3.1404;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between Fe(CoO3)2 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.2 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.7102;0.604;0.0383;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between CrHO2 (Fermi level: 5.67 meV) and Te2Mo (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.8961;0.7860000000000001;0.0476;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between Li3BiO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.82 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.1393;1.598;0.4704;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159396;An interface between K3GaO3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
