y;yhat;yprobs;data;model;Temperature;k_selected;N_train;model_class;n_tokens;x
-0.0346;-1.254;0.3825;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Li2Ge4O9 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.91 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.3137;3.202;2.6204;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between NbSe2 (Fermi level: 5.67 meV) and CeVO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.0534;2.4840000000000004;3.3464;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Sn3(P2O7)2 (Fermi level: 5.67 meV) and PdS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.5933;2.246;1.5764;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Zn(AgO2)2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.77 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
8.499;-0.3239999999999999;0.745;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between NaNb6O16 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.27 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.7387;-0.3999999999999999;0.3226;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Tb2SeO2 (Fermi level: 5.67 meV) and Zr9S2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.3221;4.118;1.1416;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between PrBeO3 (Fermi level: 5.67 meV) and Te2Pt (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 1.53 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
7.812;3.372;0.7387;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between KPO4 (Fermi level: 5.67 meV) and VSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.7885;-2.556;0.8345;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between PrIO (Fermi level: 5.67 meV) and MoS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.62 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.1086;0.8160000000000002;2.701;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between V4ZnO8 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.85 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.9228;-1.8740000000000003;0.2781;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between C2N2O5 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.6 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.543;-1.618;0.756;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between HfSnO3 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
8.2815;1.3560000000000003;0.7001;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Co3OF5 (Fermi level: 5.67 meV) and PtSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.4447;-0.5660000000000001;0.4799;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Li5AlO4 (Fermi level: 5.67 meV) and HfSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.74 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.1019;-0.83;2.7486;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Cr(ClO2)2 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.3558;4.956;0.7937;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Al2ZnO4 (Fermi level: 5.67 meV) and Zr9S2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.09 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.4633;0.1680000000000001;1.152;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between WSe2 (Fermi level: 5.67 meV) and PaBO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.82 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-1.3548;4.388;1.5242;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between AgClO2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.4479;4.148;2.0204;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between YVO3 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.5 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.0862;-1.0020000000000002;0.9613;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between AlAgO3 (Fermi level: 5.67 meV) and NbTe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.04 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.0862;3.488;1.4476;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between BaSiO3 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.15 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.3762;1.76;2.7486;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between NbS2 (Fermi level: 5.67 meV) and Li4ZrO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.45 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.7613;-1.6700000000000002;0.4425;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between PrSmO2 (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.32 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.0233;5.872000000000001;0.9385;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between CaCd3O4 (Fermi level: 5.67 meV) and MoSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.41 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.8242;3.95;0.7994;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between K2PbO6 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.708;1.62;0.28;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Sr2Cu3O5 (Fermi level: 5.67 meV) and NbSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.69 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.3244;1.402;0.372;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between GdTiO3 (Fermi level: 5.67 meV) and ZrSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.3244;-0.618;0.4442;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between CrHO2 (Fermi level: 5.67 meV) and ReSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.1119;2.3000000000000007;0.6616;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between NbS2 (Fermi level: 5.67 meV) and CrPO4 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.25 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.4702;-0.7019999999999998;0.3993;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Co(NO4)2 (Fermi level: 5.67 meV) and VS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
2.5337;-1.408;0.0453;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Hf2N2O (Fermi level: 5.67 meV) and WS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.35 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.2408;2.594;2.975;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between SiP2O7 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.0006;6.6000000000000005;0.2696;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Ca2CuO3 (Fermi level: 5.67 meV) and TiS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.31 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.9587;4.514;1.4425;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Mn(PO4)2 (Fermi level: 5.67 meV) and PtSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.5913;1.76;2.7486;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between ZrS2O9 (Fermi level: 5.67 meV) and NbS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.45 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.9322;-0.8420000000000001;0.1692;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Sm2Zr2O7 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.05 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
-0.8233;3.74;0.5113;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Cs2V4O9 (Fermi level: 5.67 meV) and ZrS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 4.3 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.27;-0.966;0.1562;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between WSe2 (Fermi level: 5.67 meV) and TiAl2O5 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.9 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.5454;-1.102;0.073;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between AlAgO2 (Fermi level: 5.67 meV) and TaS2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.64 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
1.7492;-1.362;0.3489;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between Mn2(SO4)3 (Fermi level: 5.67 meV) and TaSe2 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.95 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
0.0953;-0.6;0.4155;alloy;gpt-3.5-turbo-0125;0.7;5;10;topk;159020;An interface between TaSe2 (Fermi level: 5.67 meV) and EuSeO3 (Fermi level: 4.23 meV) is modeled as a parallel plate capacitor. The separation between the two surfaces is 3.8 Å, calculated as the sum of the maximum van der Waals radii of the constituent elements in both materials.
