y;yhat;yprobs;data;model;Temperature;k_selected;N_train;model_class;n_tokens;x
-2.55;-2.18;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;bromobenzene
-4.36;2.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;2,2,3-trimethylbutane
-2.19;3.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;3-nitroaniline
-2.35;4.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;ethyl 4-hydroxybenzoate
-1.74;2.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;2-nitrophenol
-4.92;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;1,1,2,3,4,4-hexachlorobuta-1,3-diene
-0.17;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;benzene-1,4-diol
-2.77;-2.17;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;ethylbenzene
-2.77;-2.07;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;ethylbenzene
-7.2;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene
-3.21;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;1-bromo-3-chlorobenzene
-0.72;3.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;3,3-dimethylbutan-2-one
-0.62;3.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;3,3-dimethylbutan-2-ol
-0.18;3.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;3-methylbutan-2-ol
-4.55;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;1-iodonaphthalene
-4.29;2.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;2-ethylnaphthalene
0.64;2.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;2,5-bis(hydroxymethyl)oxolane-2,3,4-triol
-0.876;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;1,3,7-trimethylpurine-2,6-dione
-5.282;3.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;3-hydroxy-13-methyl-9,11,12,14,15,16-hexahydro-6H-cyclopenta[a]phenanthren-17-one
-0.5;3.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;3,3-dimethylbutan-1-ol
0.62;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;benzene-1,2-diol
-3.8;4.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;N-[4-(benzenesulfonyl)-2-methylphenyl]-1,1,1-trifluoromethanesulfonamide
-2.7;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;1-bromo-2-fluorobenzene
0.32;-0.77;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;thiourea
0.32;-0.74;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;thiourea
0.32;-0.63;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;thiourea
-4.8;3.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;3-(3,5-dichlorophenyl)-1,5-dimethyl-3-azabicyclo[3.1.0]hexane-2,4-dione
-2.21;2.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;2-methylaniline
0.74;6.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;6-(hydroxymethyl)oxane-2,3,4,5-tetrol
-3.85;-2.1;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;methylcyclohexane
-4.8;1.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;dodecan-1-ol
-4.23;2.0;2.0688;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;67512;diethoxy-(2-ethylsulfanylethylsulfanyl)-sulfanylidene-lambda5-phosphane
