y;yhat;yprobs;data;model;Temperature;k_selected;N_train;model_class;n_tokens;x
-2.322;5.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione
-5.03;13.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol
-6.78;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;N-[(2-chloro-6-fluorophenyl)methyl]-N-ethyl-2,6-dinitro-4-(trifluoromethyl)aniline
-3.54;1.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;1-chloro-2-iodobenzene
-1.96;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;2-nitroaniline
-2.67;1.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;1-bromo-3-fluorobenzene
-6.57;6.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;6-methylchrysene
-1.68;1.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;1,2-dibromoethane
-3.2;1.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;1,2,3-trimethylbenzene
-1.09;-0.74;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;4-bromophenol
-1.09;4.0;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;4-bromophenol
-3.18;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;2-methylbutane
-0.78;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;2H-benzotriazole
-0.63;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;propan-2-yl formate
-1.77;-0.74;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;phenylthiourea
-1.77;-0.67;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;phenylthiourea
-1.77;-0.64;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;phenylthiourea
-1.77;-0.63;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;phenylthiourea
1.144;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;2-(2-dimethoxyphosphorylsulfanylethylsulfanyl)-N-methylpropanamide
0.62;1.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;propan-1-ol
-2.148;5.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;5-ethyl-5-propan-2-yl-1,3-diazinane-2,4,6-trione
-4.8;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;2,3,4-trimethylpentane
-1.96;1.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;1-methoxy-2-nitrobenzene
-8.0;10.7;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;pentacyclo[10.7.1.02,11.03,8.016,20]icosa-1(19),2(11),3,5,7,9,12,14,16(20),17-decaene
-2.56;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;2-methylbut-2-ene
-2.77;1.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;1-chloro-3-nitrobenzene
-7.96;-6.2;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;tetradecane
-7.96;-6.1;0.8;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;tetradecane
-2.21;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;2-methylaniline
-5.06;1.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;1-bromooctane
-3.3;2.0;2.0322;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;66058;decan-2-one
