y;yhat;yprobs;data;model;Temperature;k_selected;N_train;model_class;n_tokens;x
-4.8;3.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;3-(3,5-dichlorophenyl)-1,5-dimethyl-3-azabicyclo[3.1.0]hexane-2,4-dione
-3.35;1.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;1-methyl-1-phenyl-3-(2-phenylpropan-2-yl)urea
-3.04;1.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;1,1,2-trichloro-1,2,2-trifluoroethane
-1.09;4.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;4-bromophenol
0.52;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;butan-2-one
-5.613;6.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;6,9-difluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one
-4.07;1.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;1,4-dibromobenzene
-0.8;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;hexan-2-one
-1.87;1.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;buta-1,3-diene
-4.74;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;2,2,4-trimethylpentane
-5.752;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;ethoxy-ethyl-sulfanylidene-(2,4,5-trichlorophenoxy)-lambda5-phosphane
-2.863;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;(2-propan-2-ylphenyl) N-methylcarbamate
-0.4;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;2,2-dimethylpropan-1-ol
-4.2;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;N-[2-di(propan-2-yloxy)phosphinothioylsulfanylethyl]benzenesulfonamide
-0.67;3.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;3-methylpentan-2-one
-1.62;1.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;1-propoxypropane
-2.322;5.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;5-ethyl-5-phenyl-1,3-diazinane-2,4,6-trione
-3.81;1.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;1-bromohexane
-2.74;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;nonan-2-ol
-2.21;-2.5;0.6;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;toluene
-2.21;0.52;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;toluene
-1.21;2.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;2-methylpropyl acetate
-2.55;1.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;1-chloro-2-nitrobenzene
-1.6;-0.77;0.4;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;iodoethane
-1.6;-0.74;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;iodoethane
-1.6;-0.7;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;iodoethane
-1.6;-0.63;0.2;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;iodoethane
-0.96;4.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;4-hydroxybenzaldehyde
-2.19;3.0;2.0785;sol;gpt-3.5-turbo-0125;0.05;1;700;topk;69629;3-nitroaniline
